NODE_ID,ARS_ID,정류소명,X좌표,Y좌표
100000108,01204,종로5가.효제동.김상옥의거터,127.00223,37.5745
100000109,01205,종로5가.효제초등학교,127.0021442,37.57287901
100000110,01206,종로5가,127.0004857,37.57110388
100000111,01207,종로6가,127.0025993,37.57117324
100000112,01208,종로6가,127.0043133,37.57119391
100000414,01209,창덕궁.돈화문국악당,126.991233,37.577431
100000114,01210,종로6가,127.0059751,37.57086134
100000358,01211,종로6가,127.004294,37.57082447
100000116,01212,종로5가,127.0021827,37.5705596
100000117,01213,청계6가.동대문시장,127.0028494,37.56983511
100000118,01214,동대문,127.0084126,37.57172624
100000119,01215,충신동,127.0062788,37.57402235
100000120,01216,종로6가.종로신진시장,127.0035695,37.57080106
100000121,01217,충신동,127.0063434,37.57446028
100000122,01218,현대그룹빌딩,127.000807,37.575912
100000123,01219,방송통신대.이화장,127.002437,37.578043
100000124,01220,혜화역.마로니에공원,127.0022769,37.58111949
100000125,01221,혜화역.서울대병원입구,127.00185,37.580957
100000126,01222,방송통신대.이화장,127.001977,37.577788
100000127,01223,이화동(이화장),127.0006951,37.57611936
100000128,01224,창경궁.서울대학교병원,126.9968717,37.57882799
100000129,01225,이화동(이화장),127.0032708,37.57593729
100000130,01226,혜화동로터리,127.000687,37.58558
100000131,01227,명륜동2가.성균관대입구,126.9993988,37.58333349
100000132,01228,혜화역.서울연극센터(장면총리가옥),127.0013282,37.58402281
100000133,01229,혜화역.동성중고(장면총리가옥),127.0017177,37.58456977
100000135,01231,종로구민회관.창신동두산아파트,127.0155555,37.57409268
100000136,01232,동대문,127.0141186,37.57270788
100000137,01233,동대문,127.0136467,37.57229002
100000138,01234,동대문,127.0149019,37.57267481
100000139,01235,동묘역앞,127.0156014,37.57168496
100000140,01236,동묘역앞,127.015945,37.57192215
101000307,01237,청계2가교차로,126.9878779,37.5684809
100000142,01238,창신3동주민센터,127.015178,37.578413
100000143,01239,숭인1동주민센터.창신역4번출구,127.015462,37.578625
100000144,01240,동묘역.롯데캐슬천지인,127.0158024,37.57418005
100000146,01242,숭인동,127.020339,37.5743009
100000147,01243,신설동로터리,127.022841,37.575695
100000364,01245,동묘앞,127.017524,37.573643
100000150,01246,구기동현대빌라,126.956622,37.609682
100000151,01247,광장시장,126.9977438,37.5694708
100000153,01249,혜화경찰서,126.9974788,37.57258074
100000154,01250,서울역사박물관.김구집무실(경교장),126.9721318,37.56990034
100000155,01251,청계3가.관수교,126.9937794,37.56868879
100000156,01252,청계6가.버들다리,127.0080377,37.56993039
100000157,01253,청계7가.맑은내다리,127.013093,37.57004
100000158,01254,청계8가.영도교,127.018128,37.570895
100000159,01256,원남동사거리,126.998113,37.575761
100000164,01261,동대문,127.0123388,37.57182772
100000165,01262,숭인동,127.0204373,37.57427215
100000169,01267,조계사,126.9831609,37.57280034
100000170,01268,적선동,126.9702965,37.57620122
100000171,01269,적선동,126.9711446,37.57576801
100000172,01270,사직단,126.9680667,37.57474628
100000173,01271,사직단,126.9680484,37.5751752
100000174,01272,세종문화회관,126.977009,37.573222
100000175,01273,광화문,126.9752562,37.57039033
100000176,01274,서울역사박물관(경교장),126.9702392,37.56930155
100000178,01276,광화문역,126.9761552,37.56987779
100000179,01277,이화동(이화장),127.002955,37.576257
100000180,01278,상명대정문,126.9550207,37.60161972
100000181,01279,이북오도청,126.955973,37.612723
100000419,01280,경복궁역(효자로입구),126.974305,37.576715
100000183,01281,국립고궁박물관.경복궁서문,126.9743664,37.57677167
100000184,01282,청와대분수대앞,126.9738378,37.58287013
100000185,01283,춘추관앞,126.9795637,37.58300733
100000186,01284,경복궁.국립민속박물관.현대미술관,126.9794299,37.57930743
100000187,01285,경복궁동문,126.9792767,37.576833
100000188,01286,상명대입구.세검정교회,126.9597922,37.59944351
100000189,01287,상명대입구.석파랑,126.9581941,37.59957181
100000190,01288,종로중부새마을금고,127.0065911,37.57241749
100000191,01289,신설동로터리.신한은행앞.서울풍물시장,127.023192,37.574258
100000192,01291,청계2가.삼일교,126.986988,37.568344
100000193,01292,청계8가.황학교,127.022787,37.57213073
100000355,01293,평창동삼성아파트,126.978799,37.611179
100000370,01294,안국역.인사동,126.9855365,37.57633293
100000369,01295,안국역.서울공예박물관,126.984888,37.576413
100000371,01296,창덕궁,126.9890031,37.57722809
100000413,01297,남인사마당,126.9874286,37.57131917
100900047,01500,평창파출소,126.9668167,37.60568122
100900178,01501,삼청공원,126.9816469,37.58822768
100900041,01502,수성동계곡,126.964469,37.582082
100900040,01503,명륜3가종점,126.9928637,37.59094838
100900197,01504,명륜새마을금고,126.996798,37.587785
100900044,01505,서대문3번출구,126.966397,37.566336
100900039,01506,낙산공원,127.0087216,37.58040372
100900037,01507,인사미술공간.세탁소,126.9893671,37.58141098
100900036,01508,화정박물관,126.9648837,37.6048012
100900035,01509,금융연수원,126.981657,37.586641
100900034,01510,박노수미술관,126.9666035,37.58099674
100900032,01511,샘미용실,126.9932227,37.59030953
100900031,01512,서울국제고등학교,126.9972903,37.58907159
100900029,01513,화정박물관,126.9652008,37.60498061
100900188,01514,적십자병원후문앞,126.9652273,37.56752954
100900202,01515,서울성곽.성대후문,126.9896321,37.5892577
100900026,01516,빨래터.고희동미술관,126.989067,37.58299
100900025,01517,세검초등학교,126.9614908,37.60425228
100900024,01518,삼청동주민센터,126.9819072,37.58426383
100900020,01519,통인시장,126.968753,37.580468
100900021,01520,양현관,126.9936044,37.58979142
100900017,01521,국민생활관,126.998862,37.58974563
100900016,01522,오거리,126.9622629,37.60706212
100900015,01523,경희궁자이2.3단지,126.9640686,37.56878711
100900013,01524,창신쌍용2단지.한성대후문,127.0127581,37.5812648
100900045,01525,통일부,126.9859477,37.58759481
100900011,01526,원서고개,126.9878088,37.58308055
100900185,01527,구기동,126.9591856,37.60697999
100900009,01528,종로5가입구.혜화경찰서,126.997681,37.571797
100900007,01529,삼청파출소,126.981251,37.58181366
100900005,01530,오거리.한옥마을입구,126.969561,37.579537
100900046,01531,명륜시장.성대후문,126.9952543,37.58851105
100900003,01532,혜화초등학교,126.9998517,37.58725323
100900072,01533,청련사입구,126.9624312,37.60798038
100900071,01534,영천시장,126.962735,37.570084
100900070,01535,명신초.삼선푸르지오.힐스테이트,127.0145563,37.58210621
100900069,01536,감사원,126.9852901,37.58621065
100900068,01537,중앙중고,126.9869653,37.58309218
100900067,01538,인왕빌딩,126.9577443,37.60792833
100900066,01539,종로4가.종묘공원,126.994624,37.570689
100900174,01540,국립민속박물관,126.9795534,37.57925518
100900065,01541,광화문새마을금고,126.9711466,37.57936877
100900064,01542,새마을금고,126.9965181,37.58773706
100900063,01543,혜화우체국,127.0006137,37.58603766
100900062,01544,언덕앞,126.9637922,37.60895398
100900061,01545,경희궁자이4단지,126.961358,37.57136
100900060,01546,종로센트레빌후문.e편한세상보문아파트,127.0161855,37.58177439
100900059,01547,사우디대사관앞.경남빌라,126.9850312,37.58410567
100900058,01548,안국선원.삼거리,126.9849941,37.58279098
100900182,01549,구기터널입구,126.9567769,37.60820461
100900057,01550,종로3가.1.3.5호선,126.991965,37.57158
100900056,01551,경복궁,126.9793378,37.57695016
100900055,01552,경복궁역,126.9722765,37.57667748
100900054,01553,소나무집,126.9641105,37.61127707
100900186,01554,독립문역3번출구,126.9597453,37.57287848
100900053,01555,청룡사.보문파크뷰자이아파트,127.0170071,37.58001895
100900052,01556,북촌한옥마을입구.정세권활동터,126.9849422,37.58159973
100900217,01557,종로1.2.3.4가동주민센터,126.9911314,37.57438371
100900051,01558,창덕궁,126.990385,37.57676
100900175,01559,세종문화회관,126.976444,37.57265888
100900193,01560,혜화역3번출구,127.0019214,37.58121591
100900050,01561,아름다운실버,126.9654637,37.61201006
100900049,01562,독립문초등학교,126.9607207,37.57384748
100900206,01563,종로센트레빌아파트,127.0156927,37.58035344
100900048,01564,가회동주민센터,126.984957,37.579973
100900097,01565,구기빌라,126.9579797,37.60626861
100900096,01566,원남로터리,126.9975115,37.57623737
100900095,01567,보현산신각,126.9657791,37.61348252
100900094,01568,천사유치원,126.9618604,37.57464802
100900093,01569,쌍용아파트입구.창신역,127.0149636,37.58051123
100900092,01570,아름다운가게.정독도서관,126.985123,37.57895
100900091,01571,산정빌라,126.9574922,37.60515199
100900090,01572,이화사거리,127.002101,37.576513
100900089,01573,박종화고택입구,126.9676873,37.61431026
100900088,01574,무악현대아파트후문,126.962001,37.57630608
100900087,01575,이수아파트,127.0151896,37.57835399
100900086,01576,헌법재판소.안국역,126.985816,37.577387
100900184,01577,청구빌라,126.956984,37.60461026
100900085,01578,서울대어린이병원응급실.갑상선센터,126.99984,37.578686
100900084,01579,서울사대초.중교,127.0024795,37.57756738
100900083,01580,화인빌라,126.9685386,37.61293453
100900082,01581,넓은마당,126.962888,37.57527281
100900207,01582,창신초등학교,127.0153886,37.5769032
100900081,01583,수운회관,126.986671,37.575219
100900080,01584,상명대후문,126.9573354,37.60402558
100900194,01585,혜화역2번출구,127.0022566,37.58114832
100900079,01586,힐탑,126.9690206,37.61160556
100900187,01587,신학대학교총회본부,126.9634446,37.57397631
100900208,01588,구민회관.동묘역,127.0155759,37.57404762
100900078,01589,낙원상가,126.987417,37.57376
100900077,01590,완성빌라,126.9575011,37.60340209
100900076,01591,서울대병원장례식장,126.997431,37.5805554
100900075,01592,혜화역1번출구,127.001843,37.583485
100900074,01593,감나무골공원,126.9699479,37.61240596
100900073,01594,한국사회과학자료원,126.9641433,37.57363321
100900205,01595,동묘역,127.0142454,37.57269435
100900121,01596,금강제화,126.98756,37.57057
100900120,01597,경진빌라,126.9578304,37.60200372
100900198,01598,성균관대학교앞,126.9993359,37.58325978
100900176,01599,KT광화문지사,126.9773972,37.57192021
100900196,01600,혜화로터리,127.0006454,37.58546186
100000416,01601,청와대,126.973762,37.582971
100000417,01602,춘추문,126.979657,37.583126
100000418,01603,경복궁.국립민속박물관,126.97959,37.579407
100000420,01604,효자로입구(가상),126.9744334,37.57626474
100900119,01607,EN갤러리,126.970607,37.613411
100900001,01611,창경궁,126.9965264,37.57879284
100900218,01615,성균관대정문,126.99662,37.584957
100900219,01616,600주년기념관,126.993942,37.587329
100900220,01617,성균관대운동장,126.99237,37.587863
100900221,01618,학생회관,126.993738,37.587445
100000361,01622,광화문,126.9754261,37.56993441
100000240,01647,이북오도청,126.9560835,37.61246199
100000241,01648,독립문역,126.9567051,37.57564285
100900118,01667,종로문화센터,126.9646262,37.57464708
100900117,01682,동대문역.2번출구,127.0117218,37.57204945
100900116,01683,종각역YMCA,126.985096,37.570379
100900115,01684,서교빌라,126.9571554,37.60198906
100900177,01685,경복궁역,126.9724733,37.57707221
100900195,01686,연건동,127.000745,37.57612566
100900199,01697,성대입구,126.998853,37.5832668
100900114,01698,무애사,126.9718458,37.61390043
100900113,01699,단군성전앞,126.9653175,37.57556009
100900192,01702,동대문종합시장,127.00496,37.571212
100900112,01714,상명초등학교,126.9567154,37.60092381
100900179,01720,법련사,126.9796651,37.57658798
100900111,01721,광화문새마을금고,126.9710277,37.57949309
100900110,01722,성균관대학교,126.996857,37.586047
100900109,01723,참샘골공원,126.974255,37.614612
100900108,01724,활터앞,126.9653294,37.57681261
100900107,01725,종로5가.3번출구,127.0020898,37.57141925
100900106,01727,인사동들머리.3.1독립선언터,126.983297,37.57194702
100900105,01728,정독도서관,126.980074,37.580262
100900104,01729,오거리.한옥마을입구,126.9697393,37.57946844
100900190,01730,종로4가.혜화경찰서,126.9974822,37.57263391
100900103,01732,평창공원지킴터입구,126.9757439,37.6163964
100000360,01733,창경궁.고궁호텔.메이플레이스호텔,126.9974492,37.57655816
100000359,01734,창경궁,126.9964709,37.57907668
100000328,01761,경희궁,126.9723537,37.5699058
100000329,01762,광화문,126.975569,37.570337
100000330,01763,종로1가,126.980129,37.57037
100000331,01764,종로1가,126.9808261,37.56995433
100000332,01765,종로2가,126.9850973,37.57035413
100000333,01766,종로2가,126.986463,37.570083
100000334,01767,종로3가,126.99321,37.570635
100000335,01768,종로3가,126.9909932,37.57010243
100000336,01769,종로4가,126.996252,37.57047
100000337,01770,동대문종합시장종로6가,127.0050242,37.57121641
100000338,01771,동대문종합시장종로6가,127.003292,37.570862
100000339,01772,동대문역,127.0145771,37.57285921
100000340,01773,동대문역,127.0150378,37.57266691
100000341,01774,신설동전철역,127.0203865,37.57461998
100000342,01775,신설동전철역,127.0211178,37.57449821
100900102,01776,종로도서관,126.9671252,37.57648423
100000343,01777,경복궁역,126.9715056,37.57617809
100000344,01778,경복궁역,126.97168,37.575816
100000345,01779,안국역,126.9852296,37.57661375
100000346,01780,안국역,126.985506,37.57631851
100000347,01781,창덕궁,126.988901,37.577519
100000348,01782,성대입구,126.999229,37.583283
100000352,01786,효자로,126.9739005,37.58163295
100000356,01789,창덕궁,126.9903719,37.57756161
100900101,01790,종로사우나,126.9877504,37.57380111
100900180,01791,엄마분식,126.9557163,37.60124243
100900100,01792,삼청파출소,126.9813258,37.58164517
100900099,01793,통인시장.종로구보건소,126.9687505,37.58033503
100900191,01794,종로5가역,127.0000249,37.57067136
100900098,01795,평창동산림제3초소,126.977104,37.617356
100900145,01796,배화여중고,126.9678157,37.57675563
100900143,01797,대학로입구.이화사거리,127.0025802,37.57598417
100900144,01798,운현궁,126.9869814,37.57527161
100900142,01799,상명대입구,126.9569583,37.60002101
100900141,01800,삼청동주민센터,126.9822105,37.58468468
100900140,01801,박노수미술관,126.9668945,37.58102656
100900139,01802,김창열.윤명로화실,126.9783685,37.616305
100900138,01803,사직공원.경복궁역입구,126.9689039,37.57622069
100900137,01804,충신시장,127.0054049,37.57497665
100900189,01805,안국역2번출구앞,126.9861183,37.57717282
100900136,01806,안풍주유소,126.9591581,37.59928741
100900135,01807,금융연수원,126.9818479,37.58587767
100900134,01809,감람산기도원,126.979873,37.61594393
100900133,01810,카센터.터널앞,126.9658593,37.57416446
100900132,01811,동대문역5번출구,127.0117987,37.57172324
100900131,01812,재동초등학교,126.9853617,37.57879109
100900130,01813,하림각,126.9622529,37.59781065
100900129,01814,삼청공원삼거리.옥호정터,126.9817445,37.58741852
100900128,01815,이화사거리,127.0022813,37.57532007
100900127,01816,연화정사,126.9794938,37.614649
100900126,01817,대신중고,126.9616893,37.57261781
100900209,01818,동묘역.롯데캐슬,127.0157921,37.57402867
100900125,01819,현대사거리,126.987,37.579306
100900215,01820,교남동주민센터,126.96128,37.5721523
100900181,01821,부암동주민센터.무계원,126.9637682,37.59293534
100900124,01823,형제봉입구,126.9816862,37.61286432
100900123,01824,교남동새마을금고,126.9623375,37.57149436
100900122,01825,창신초교,127.0157201,37.57603721
100900168,01826,가회동주민센터,126.9851294,37.57994265
100900167,01827,볼링장,126.98817,37.579317
100900166,01829,부암슈퍼,126.9638602,37.59476007
100900165,01830,지구촌교회,126.979238,37.613106
100900164,01831,월암공원,126.964693,37.571226
100900163,01832,숭인1동주민센터,127.0155607,37.577415
100900162,01833,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077
100900161,01835,하림각,126.9629664,37.59768473
100900160,01836,보현빌라,126.978421,37.615382
100900159,01837,스위스대사관,126.965696,37.570137
100900158,01838,창신역.4번출구,127.0155055,37.57835935
100900157,01839,안국선원.삼거리,126.9852205,37.58274325
100900156,01840,세검정교회,126.960029,37.599386
100900200,01841,혜화동로터리,127.0010032,37.58591961
100900155,01842,김종영미술관,126.9781123,37.61326379
100900154,01843,서울시교육청,126.966702,37.569383
100900210,01844,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282
100900153,01845,사우디대사관,126.9852486,37.58386331
100900152,01846,상명대입구,126.9574023,37.59985447
100900151,01847,혜화초등학교,126.9999909,37.58738929
100900150,01848,북악파크,126.9778558,37.61100832
100900149,01849,강북삼성병원,126.9683377,37.56853152
100900148,01850,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465
100900147,01851,감사원,126.9855618,37.58626565
100900201,01852,국민생활관,126.9993138,37.5896276
100900146,01853,귀빈예식장,126.9733337,37.60899526
100900173,01855,종로센트레빌후문.e편한세상보문아파트,127.015935,37.581911
100900172,01856,통일부,126.9861073,37.58753085
100900171,01858,서울국제고등학교,126.9971408,37.58907429
100900203,01860,성대후문.와룡공원,126.989734,37.58915228
100900170,01861,상명초등학교,126.9568174,37.60090493
100900169,01862,새마을금고,126.996569,37.58784069
100900002,01863,경진빌라,126.9579482,37.60186409
100900004,01864,명륜시장.성대후문,126.9952305,37.58872461
100900006,01865,완성빌라,126.9576665,37.60333997
100900008,01866,양현관,126.9937686,37.589768
100900010,01868,상명대후문,126.9574634,37.60407158
100900012,01869,샘미용실,126.9934084,37.59025457
100900014,01870,산정빌라,126.9575782,37.60528358
100900018,01872,구기빌라,126.9579809,37.60613345
100900019,01873,마트앞,126.9587565,37.60669871
100900022,01874,국민은행.세검정지점,126.960876,37.604952
100900023,01875,화정박물관,126.9656867,37.6048591
100900027,01876,혜화역4번출구,127.001555,37.583509
100900028,01877,방송통신대앞,127.0019927,37.57869736
100900030,01878,서울대치과대학,126.997802,37.577411
100900033,01879,효제초교.연동교회.김마리아활동터,127.0022088,37.57364134
100900204,01881,성균관대학교,126.9900036,37.58846387
100900214,01882,독립문역,126.9594078,37.57328385
100900038,01883,서울대치과대학,126.99787,37.577572
100900043,01886,이화사거리,127.0020085,37.57694834
100900042,01887,서울대학교병원현관.암병원현관,126.9981568,37.57895147
100900211,01888,종각.공평유적전시관,126.9832427,37.57159379
100900213,01889,조계사,126.9831364,37.57360211
100900212,01890,종로경찰서,126.984083,37.57571009
100000149,01891,숭인동,127.0204216,37.57460556
100000375,01893,인사동.아벤트리호텔,126.9831563,37.57303192
100000374,01894,세종문화회관,126.976996,37.573839
100000399,01901,동대문역JW메리어트동대문호텔,127.009186,37.570859
100000407,01902,대학로,127.0021204,37.58189612
100000408,01903,창경궁,126.9964163,37.57915963
100000409,01904,창덕궁,126.9901776,37.57753017
100000410,01905,인사동.북촌,126.9837978,37.57589502
100000411,01906,경복궁.국립민속박물관,126.9794465,37.5794474
100000412,01907,세종문화회관,126.977004,37.573219
100000401,01910,통인시장,126.9713316,37.57911876
100000402,01911,세종문화회관,126.977017,37.573219
101000313,01912,종각역,126.9828944,37.56937996
100000403,01913,인사동.탑골공원,126.9888006,37.57011554
100000404,01914,종묘.세운상가,126.9935557,37.57035485
100000405,01915,광장시장,126.9996734,37.57062373
100000406,01916,동묘.숭인동도깨비시장,127.0180439,37.5734766
105000553,01917,서울풍물시장,127.0231781,37.57334003
100000400,01918,청와대,126.97376,37.58268481
101000001,02001,남대문세무서.서울백병원,126.9875299,37.56498481
101000002,02002,서울백병원.국가인권위.안중근활동터,126.9878515,37.56435047
101000003,02003,서울역버스환승센터,126.9722571,37.55514602
101000004,02004,서울역버스환승센터,126.9725951,37.55538899
101000005,02005,서울역버스환승센터,126.9727617,37.5553877
101000006,02006,서울역버스환승센터,126.9728548,37.55547941
101000007,02007,서울역버스환승센터.강우규의거터,126.972926,37.555411
101000008,02008,숭례문,126.9737784,37.55863886
101000329,02099,숭례문(가상),126.9743556,37.55979677
101000303,02100,서울시청,126.9806321,37.56613826
101000009,02101,만리동고개,126.9626582,37.55178706
101000010,02102,손기정체육공원입구,126.9662339,37.55444595
101000011,02103,서울의료보건고등학교.서울역서부,126.968902,37.555848
101000012,02104,서울역서부,126.969153,37.556235
101000013,02105,서울역서부,126.969212,37.557133
101000014,02106,중림동교차로,126.9691354,37.55838363
101000015,02107,종근당.충정로역,126.964543,37.559648
101000016,02108,한국경제신문사.서소문역사공원,126.967868,37.56021115
101000017,02109,한국경제신문사.서소문역사공원,126.9681135,37.56062347
101000018,02110,경찰청.동북아역사재단,126.9691267,37.56304949
101000300,02111,장충동써미트호텔,127.00667,37.562273
101000020,02113,서대문경찰서.농협은행.유관순활동터,126.9677868,37.56490628
101000021,02116,염천교,126.973113,37.559869
101000022,02117,숭례문,126.973359,37.558401
101000023,02118,숭례문.한국일보,126.9737376,37.55877131
101000025,02120,후암삼거리,126.975993,37.553408
101000026,02121,숭례문,126.9743627,37.55876338
101000027,02122,숭례문,126.9740437,37.55841953
101000028,02123,숭례문,126.9736279,37.55800065
101000029,02124,남대문시장악세사리전문상가,126.976,37.558873
101000030,02125,숭례문남산방향,126.9756721,37.55855816
101000031,02126,남대문시장,126.9800598,37.56119108
101000032,02127,북창동.남대문시장,126.978282,37.56123
101000033,02128,시청앞,126.976443,37.562197
101000034,02131,삼성본관앞,126.9759075,37.56205175
101000035,02132,시청앞,126.9761487,37.56276421
101000036,02133,서소문,126.974652,37.563191
101000037,02134,서소문,126.9750422,37.56356272
101000038,02135,시청.서소문청사,126.9749539,37.56352484
101000039,02137,서울신문사,126.9773647,37.56836329
101000040,02139,우리은행종로지점,126.9829289,37.567519
101000041,02140,롯데백화점,126.982205,37.56451
101000042,02141,해운센터.롯데영프라자,126.9815478,37.56289078
101000043,02142,롯데영프라자,126.982008,37.562885
101000044,02143,중앙우체국,126.9816138,37.56161845
